Moaning Myrtle Umbridge,ESTJ,2
Phineas Nigellus Murray,ENFJ,7
Gwendolyn Ollivander,INTP,7
Helena Fletcher,ESTP,6
Horace Mimsey-Porpington,INTP,5
Janus Mostafa,INFJ,2
Gabrielle Murray,ESTJ,4
Celestina Diggory,ENFP,6
Augustus Rosier,ENTJ,6
Peeves Rosier,ISFP,7
Frank Goshawk,ENFP,3
Victoire Pomfrey,INFP,2
Filius Dursley,ISFJ,5
Arthur Binns,ENFP,5
Fat Friar Higgs,ENTP,3
Terence Whitby,ENFJ,2
Yaxley Higgs,ENTJ,6
Inigo Davies,ESTP,6
Padma Crabbe,ESTP,3
Ignotus Abbott,ENFP,2
Padfoot Dursley,ENTJ,7
Bilius Sprout,ESFJ,4
Newton Crouch,ISTP,7
Dobby Morgan,ESFP,3
Hassan Mimsey-Porpington,ENFJ,5
Demelza Johnson,ESTJ,6
Elladora Twycross,ISFP,7
Bertha Smith,ISTP,7
Jugson Fortescue,ISFP,5
Rita Potter,INFP,2
Hermes Robins,ENTJ,3
Travers Jones,ESFP,4
Hamish Mimsey-Porpington,ESTJ,2
Hannah Johnson,ESFJ,5
Dudley Morgan,ISTP,6
Scabbers Warbeck,ENTJ,5
Oliver Fudge,INTJ,5
Aberforth Delacour,INTJ,3
Dobby Perks,INTP,2
Edgar Lestrange,ENTP,4
Roger Karkaroff,ENFP,5
Marcus Keddle,INFP,4
Quigley Bryce,ENFP,6
Elladora Zograf,ISTJ,3
Bloody Baron Johnson,INFJ,4
Hermione Evans,ESFP,6
Gregory the Smarmy Bryce,ESTJ,4
Ivan Rookwood,ISTP,4
Ginny Ollivander,ENTP,6
Malkin Bones,ESFP,5
Terence Doreen,ENTJ,6
Bane Crouch,INTP,6
Terence Crabbe,ISFJ,7
Beedle MacNair,INTJ,4
Miranda Shacklebolt,INFJ,4
Jimmy Peasegood,ISTJ,3
Bogrod Chang,ISTP,5
Bertha Fudge,INTJ,5
Wormtail McLaggen,ESTJ,2
Andromeda Warrington,ENFP,4
Rosmerta Grindelwald,ENFP,5
Mundungus Midgeon,ISFJ,3
Pius Elphick,ENTP,5
Olympe Crouch,ISTP,5
Bilius Gregorovitch,ISTP,5
Augustus MacNair,ESTJ,2
Dilys Jigger,ENTJ,3
Golgomath Higgs,ISFJ,4
Irma Perks,INTJ,5
Crookshanks Rookwood,ENTP,4
Morgana Diggle,ISFP,4
Terence Bulstrode,ISFP,5
James Vulchanov,ESTP,7
Garrick Evans,ESTP,2
Orla Fletcher,ISFJ,4
Bill Whitby,ENFJ,3
Ludo Flitwick,ISTJ,3
Percy Mostafa,ISTP,7
Goodwin Brown,ISFP,2
Angelina Rookwood,INTJ,3
Elladora Dawlish,ESFP,4
Pomona Marchbanks,INTP,2
Rowena Hagrid,ISFJ,3
Daisy Bagshot,INFP,7
Rolanda Clearwater,ENTJ,5
Septima Gryffindor,INTP,4
Cuthbert Sprout,INTP,5
Arabella Kneen,ESFP,4
Firenze MacNair,ENFJ,5
Muriel Mundungus,ENTP,6
Barberus Meliflua,ESFP,4
Rubeus Zabini,ENTP,2
Clara Dippet,ISTJ,7
Wilfred Umfraville,ENFP,4
Cornelius Goldstein,ISTP,5
Lavender Burbage,ENTJ,6
Penelope Ravenclaw,ENTJ,2
Circe Umbridge,ISFP,3
Broderick Pennifold,ENTP,4
Marcus Ogden,ENFP,4
Ted Bryce,ESFP,4
Luna Bryce,ENTJ,6
Pansy Malfoy,ESFJ,5
George Umbridge,INFJ,5
Ragnok Jigger,ENFJ,4
Hedwig Timms,INFJ,4
Andromeda Gregorovitch,INFJ,2
Aberforth Malfoy,ISTJ,3
Bogrod Twycross,ENFJ,3
Kreacher Nott,INTP,7
Merope Purkiss,INTJ,6
Frank Karkaroff,ISTP,4
Regulus Binns,INFP,3
Emmeline Shacklebolt,ISFP,2
Neville Maxime,ENTP,4
Fleur Maxime,ESFP,2
Hokey McGonagall,ISFJ,4
Marietta Patil,ESFJ,2
Firenze Elphick,INTP,3
Arsenius Pettigrew,ISFJ,2
Fluffy Belby,INFP,3
Uric Malfoy,ENFJ,7
Penelope Purkiss,ISTJ,7
Armando Dursley,ENTP,5
Alberic Gryffindor,INTJ,3
Mundungus Fletcher,ENFP,2
Blaise Rosier,ENTJ,2
Alice Tonks,ESFP,5
Argus Abbott,INFJ,7
Stan Prewett,ENTP,3
Daisy Flint,ISFP,6
Viktor Timms,ENTP,4
John Potter,INTP,6
Lavender Filch,ESFP,3
Catriona Krum,INTP,4
Viktor Gregorovitch,ENFP,5
Griselda Delaney-Podmore,INTJ,5
Susan Crabbe,INFP,6
Olympe Volkov,INTP,4
Alberic Jorkins,ESFP,7
Alice Weasley,ISFP,3
Oliver Flint,ENTP,4
Celestina Elphick,ISFJ,7
Wendy Prewett,INFJ,7
Bilius Hooch,INFP,7
Fleur Flamel,ESTP,4
Kendra MacMillian,ISTP,4
Florean Delaney-Podmore,ESTP,6
Tenebrus Keddle,INFJ,2
Lisa Midgeon,ENFP,6
Marietta Switch,ESTJ,5
Hermione Diggle,ESTP,4
Karkus Johnson,ISFJ,5
Severus Delacour,ESTP,4
Dobby Maxime,INFJ,7
Hedwig Lestrange,ISTP,3
Roger Peverell,ENFP,6
Phineas Nigellus Zabini,ESFP,4
Garrick Zeller,ENFP,6
Ritchie Figg,INTJ,6
Daisy Hopkirk,ISTJ,5
Barnabas the Barmy Filch,INFJ,7
Wendelin Pomfrey,ENTP,4
Catriona Creevey,INFP,3
Viridian Millicent,ISFJ,7
Peeves Mimsey-Porpington,ESTJ,2
Hedwig Karkaroff,ESTP,2
Bartemius Crouch Junior Cresswell,ISTJ,7
Hermione Ogden,ENTP,3
Terence Bragge,ISFP,6
Demelza Morgan,ESTJ,2
The Grey Lady Clearwater,ENTP,3
Firenze Flamel,ENTP,5
Hassan Parkinson,ESTJ,7
Kennilworthy Zeller,ENTP,6
Scorpius Sprout,INFJ,7
Nymphadora Weasley,ENTJ,5
Severus Clagg,ISFP,4
Kingsley McLaggen,ENFP,4
Mafalda Polkiss,INTJ,6
