Bloody Baron Slughorn,ENFJ,2
Olympe Nott,ESTJ,4
Barnabas the Barmy Lynch,INFP,3
Dolores Thicknesse,INFJ,6
Hestia Purkiss,ENFJ,3
Uric Peasegood,ENFJ,5
Mafalda Vector,INFJ,5
Edgar Trelawney,ENFP,3
Mosag Higgs,ISTP,6
Roger Crabbe,ENFP,5
Igor Snape,ENTP,3
Snivellus Maxime,ESTP,4
Viridian Nott,INTJ,7
Miranda Zeller,ENTP,4
Vincent Flint,ENFJ,5
Jean Elphick,ENFJ,4
Cuthbert Dumbledore,INFP,7
Nymphadora Jigger,ESTP,5
Hestia Marchbanks,ISTP,5
Jimmy Grunnion,ISTP,5
Gregory the Smarmy Mimsey-Porpington,ENTP,4
Wilfred Creevey,ESFJ,5
James Sprout,ENTJ,3
Lisa Diggory,ENFP,6
Rita Pince,ENFP,7
Oblansk Peasegood,ESFJ,6
Ronan Trelawney,INFJ,6
Travers Parkinson,ENFP,6
Antonin Grubbly-Plank,INFP,3
Peter Dawlish,ESFP,6
Kennilworthy Finch-Fletchley,ISFJ,6
Aidan Hooch,ESTP,6
Broderick Imago,INTP,4
Broderick Jordan,ENFP,4
Gregory the Smarmy Edgecombe,INTJ,7
Cho Jigger,ENTP,3
Malkin Trimble,ENFP,6
Terence Tonks,ISTP,7
Winky Dolohov,ESTP,2
Dolores Twycross,INTJ,4
Moony Slinkhard,INFJ,3
Hamish Grubbly-Plank,ESFP,7
Arsenius Lockhart,ISFP,3
Regulus Belby,ISTJ,2
Gertie Evans,INFJ,6
Hengist of Woodcroft Finch-Fletchley,ESTJ,7
Septima Carrow,ISFJ,6
Antonin Rabnott,ISFJ,6
Bane Bulstrode,ISTJ,5
Lavender Peverell,ENTJ,4
Daisy MacFarlan,ISTJ,7
Amos Bryce,ENFJ,7
Terence Burbage,ESFP,5
Petunia Snape,ENTJ,3
Dennis Bode,ENTP,2
Dirk Keddle,ISFJ,4
Errol Morgan,ENFJ,6
Percy Cattermole,ENTJ,5
Igor Clagg,ISTP,5
Janus Evans,ESTP,3
Elphias Prewett,ENFP,2
Yaxley McLaggen,ENTJ,5
Pius Mostafa,ENTJ,7
Rita Robins,INFP,6
Dobby Brown,ESFJ,6
Phyllida Corner,ENTJ,5
Theodore Binns,INFJ,7
Minerva Podmore,ENFP,7
Modesty Johnson,ISTP,7
Alastor Hagrid,ESFJ,5
Janus Finnigan,INTP,3
Gilderoy Whisp,ESFJ,4
You-Know-Who Shacklebolt,INFP,5
Newton Grindelwald,ENFJ,7
Quirinus Tonks,ISFP,4
Susan Clearwater,ENTP,7
Aidan Chang,ENFP,5
Dedalus Belby,INTJ,6
Argus Coote,INFP,2
Penelope Hagrid,ENTP,3
Aunt Marge Millicent,ISTP,7
Demelza Slytherin,ENFJ,5
Molly Marchbanks,ESTJ,4
Ripper Peakes,ESTP,3
MykewÂ Zograf,INTP,3
Bertha Black,ISTP,2
Katie Hufflepuff,INFP,4
Tom Figg,INTJ,4
Trevor Twycross,ISFJ,7
Elladora McClaggen,ENFJ,6
Bartemius Fletcher,INFJ,6
Hermione Finch-Fletchley,ISTP,4
Neville Jorkins,ISFP,5
Augustus Twycross,ENTP,3
Zacharias Filch,ISTP,7
Bartemius Binns,ESFP,7
Bilius Lovegood,INFJ,7
Aberforth Dolohov,ENTJ,2
Troy Dedalus,ISTJ,2
Lily Evans,INFP,7
Nymphadora Malfoy,ESTJ,4
Fluffy Trelawney,ESTP,3
Justin Boardman,ENFP,3
Lucius Diggle,ENFP,6
Fawkes Lupin,ENTJ,6
Troy Mumps,ISFP,4
Regulus Whitby,ISFJ,4
Winky Dippet,ESTJ,3
Kendra Jordan,ESFP,2
Rowena Slughorn,ENTP,2
George Dawlish,ENFP,5
Lucius Lynch,ISFJ,7
