Agrippa McGonagall,ISFP,6
Seamus Evans,INFJ,7
Alice Burbage,ENFJ,4
Draco Granger,ENFJ,3
Gregory the Smarmy Dumbledore,INTJ,6
Marge Slytherin,INFJ,5
Zacharias Longbottom,INTP,5
Garrick Bagnold,ENFP,4
Oblansk Kneen,ENFP,7
Merlin Derwent,ISFP,3
Anthony Gudgeon,ISFJ,5
Piers ,INTP,4
Bellatrix Dippet,ESTP,2
Olympe Dippet,ESFJ,2
Eloise Brown,ISTJ,6
Tenebrus Dawlish,INFJ,6
Godric Robins,ENFJ,5
Madam Rosmerta Purkiss,ENFP,2
Pigwidgeon Smith,INFP,3
Wilhelmina Pennifold,INTJ,5
Snivellus Vulchanov,ESFJ,2
Wendy Lockhart,ENFP,4
Vernon Prewett,ESTJ,3
Helga MacNair,ENFJ,7
Dirk Derwent,ENTJ,4
Seamus Snape,ENTJ,4
Cuthbert Creevey,ENTP,5
Hengist of Woodcroft Gregorovitch,ISTJ,2
Snuffles Dawlish,INFP,3
Igor Hooch,ENTP,3
Demelza Binns,INFJ,7
Bilius ,ESFJ,3
Wilhelmina Ollivander,ENFP,2
Albus percival Wulfric Brian Flamel,ISTP,4
Padfoot Malfoy,ESFP,2
Ptolemy MacNair,ISTJ,6
Grawp MacMillian,ISTJ,5
Janus Slytherin,INFJ,3
Paracelsus Dumbledore,ISTJ,2
Sirius Imago,ENTP,2
Firenze Peverell,ENTP,5
Emmeline Dursley,ESFJ,7
Romilda Karkaroff,ISTP,5
Pius Trimble,ENFJ,3
Bozo Pennifold,INTJ,4
Teddy Goldstein,ENFP,5
Gabrielle Pettigrew,ENTJ,6
Gertie Goshawk,ESFJ,5
Hamish Vane,ESFP,3
Agrippa Warrington,INTP,4
Bogrod Smith,ENTP,4
Kingsley Twycross,INFP,3
Jugson Diggle,ISTJ,7
Gilderoy Bones,ESTJ,6
Millicent Ravenclaw,ESTP,3
Vernon Morgan,ESFP,3
Cassius Switch,INTJ,3
Cho Flamel,ENTP,5
Scabior Thicknesse,INTP,4
Antioch Vulchanov,INFP,7
Bilius Prince,ESFP,3
Nearly Headless Nick Derwent,INFP,4
Hepzibah Peverell,ISFP,3
Agrippa Midgeon,ENFJ,3
Alecto Crabbe,ENTJ,4
Norbert Higgs,ESFJ,5
Beedle Black,ENTP,6
Garrick Grunnion,ISFJ,5
Viridian Coote,ISTJ,5
Kennilworthy Umfraville,INFJ,7
Hermione Kirke,ENTJ,4
Igor Grindelwald,ISFP,6
Rita Gudgeon,ESFJ,2
Bartemius Crouch Junior Brown,ISTJ,3
Fingal the Fearless Jones,ISTJ,6
Fluffy Goyle,ISTJ,5
Percy Hufflepuff,ISTJ,5
Pigwidgeon Grindelwald,INFJ,6
Madam Rosmerta Weasley,ESTP,4
Regulus Rosier,ENTJ,7
Seamus Burbage,ESTJ,2
Ron Hopkirk,ISFP,4
Tom Zograf,INFP,7
Hestia ,ISFJ,6
Ludo Abbott,ENTP,6
Nymphadora Fudge,ESTP,2
Ritchie MacFarlan,ISTJ,6
Arsenius Chang,ESFP,2
Rubeus Marchbanks,INTP,7
Circe Goshawk,ENFP,2
Cadmus Peasegood,ESFJ,6
Hannah Edgecombe,INTJ,7
Livius Umfraville,INTJ,7
Tenebrus Bagshot,INTP,4
Anthony Diggle,ENTP,5
Scabbers Karkaroff,ESTJ,5
Alphard Bulstrode,ESFP,3
Helena Peakes,ENFJ,5
Agatha Pennifold,ENFP,6
Inigo Peasegood,ISTJ,4
Tom Binns,ESTP,2
Amos Cresswell,ISTJ,4
Buckbeak Vane,ISTJ,3
Ariana Rabnott,ENTJ,4
Hermes Peverell,ESFP,6
Ptolemy Lovegood,ENFJ,2
Elfrida Delaney-Podmore,INFP,7
Griselda Peakes,ENTP,7
Errol Jordan,INTP,7
Charity Pince,ESTJ,3
Beedle Warbeck,ESFJ,2
Wilhelmina McGonagall,ENFP,2
Snuffles Elphick,ISFP,5
Newton Cresswell,ESFP,2
Uric Bell,ISTP,4
Parvati Lestrange,ESFP,5
Hamish Doge,INTJ,3
Igor Grubbly-Plank,ISFJ,5
Madam Rosmerta Brown,ISTJ,6
Marcus Ivanova,INTP,4
Cornelius Dumbledore,ISFP,5
Kreacher ,ISFP,4
Helena Finnigan,ESTP,6
Minerva Snape,INFJ,7
Oblansk Volkov,ENTJ,3
Quigley Pomfrey,ESFJ,3
Jugson Hufflepuff,ISFP,5
Agatha Mimsey-Porpington,INFP,3
Viktor Diggory,ENTP,2
Lavender Black,INTP,6
Aidan Robins,ISTP,2
Armando Davies,ESTP,4
Sirius Johnson,INFJ,5
Inigo Cresswell,ISFP,6
Marcus Clearwater,ESTP,2
Gladys Grunnion,ESFP,2
Adalbert Peverell,INFP,4
Pigwidgeon Rookwood,ENFP,4
Arthur Bryce,INFP,7
Victoire Midgeon,ENTJ,5
Neville Smith,INFP,5
Dennis Elphick,ISTJ,2
Grawp Jigger,ESFJ,3
Bogrod Binns,INFP,3
Terence Peakes,INTJ,6
Dobby Bragge,INTP,4
Nagini Ogden,ISFJ,5
Madam Rosmerta Boardman,ENTP,3
Cassandra Peverell,ESTJ,2
Helga Kneen,ISFJ,5
George Dedalus,ENFJ,4
Filius Umfraville,INFJ,7
Theodore Diggle,ENFP,7
Marge ,INFJ,6
Ron Hufflepuff,ESFP,2
Ritchie Longbottom,ISTJ,6
Viktor Prang,ENTP,7
Luna Lynch,ESFP,5
Cedric Whisp,ENFJ,5
Alberic Trimble,INTJ,6
Bartemius Crouch Junior Bryce,ISFJ,2
Lee Whisp,ISTJ,2
Fleur Marchbanks,ENFJ,4
Ignotus Goldstein,ISFJ,2
Arthur Clagg,ISTP,6
Horace Pettigrew,ENFJ,7
Oblansk Jones,ESFJ,6
Lily Bones,ISFP,5
Nearly Headless Nick Oswald,ISTP,2
Griphook Lovegood,ENTP,5
Mundungus Kettleburn,ISTJ,3
Lucius Peasegood,ISFJ,6
Wendy Diggory,ENFJ,7
Romilda McClaggen,ISTP,4
Miranda Doge,ESFJ,2
Minerva Dippet,ISFP,5
Hassan Bryce,ESTP,7
Hengist of Woodcroft Fletcher,INFP,3
Morgana Snape,INFP,2
Bartemius Podmore,ENTP,7
Peeves Bagman,ISTJ,5
Ariana Patil,ESTP,7
Winky Thicknesse,ISFP,6
Barberus Hagrid,ISTJ,5
Helga Zabini,ENFJ,6
Cassius Carrow,ESTJ,4
Alberic Mundungus,ENFJ,4
Cadmus Vane,ISFJ,7
Gregory the Smarmy McGonagall,INTP,6
Quentin Thicknesse,INFP,2
Snuffles Evans,ESFP,6
Orla Higgs,ENFJ,2
Hokey McGonagall,ESTP,2
Garrick Goshawk,ENFP,5
Angelina MacFarlan,INFP,3
Teddy Lestrange,ISFP,5
Elfrida Bell,ESFP,3
Percy Clearwater,ISFP,4
Fleur Karkaroff,INTJ,5
Jean Bagman,INFP,6
Troy Clagg,ISFJ,2
Dean Smith,ENFP,2
Yaxley Imago,ISTP,5
Olympe Boardman,INTJ,5
Ernie Evans,ESTJ,6
Pomona Hopkirk,INFP,2
Bertha Corner,INTJ,7
Stubby Hooch,INFP,3
Inigo Warbeck,ENTP,2
Ludo MacNair,INTJ,3
Cornelius Flamel,ISFJ,6
Errol Brown,ENTP,6
Justin Bulstrode,ENFJ,5
Circe Bones,ESFP,5
Lily Jigger,ISTJ,5
Bathilda Whisp,ESFP,6
Violet Rookwood,ISTJ,5
Ron Filch,ENFJ,3
Hestia McClaggen,ENTP,7
Alecto Jigger,INTJ,7
Araminta Cattermole,ISFJ,4
Kingsley Edgecombe,ENTJ,7
Bartemius Crouch Junior Smith,INFJ,3
Helga Jorkins,ENTJ,6
Sybill Trelawney,ISTJ,2
Inigo Quirke,ENTP,3
Lucius Mostafa,ENFP,2
Araminta Figg,ISTP,4
Gilderoy Goyle,INFJ,4
Mundungus Binns,INTJ,3
Alphard Quirke,ENFP,2
Zacharias Finch-Fletchley,ESTP,3
Arsenius Quirrell,ENTP,2
Elfrida Zograf,ENTP,2
Charlie Creevey,INFP,7
Scabbers Burbage,ESTP,7
Norbert Polkiss,ESTJ,6
Merlin Karkaroff,ESFJ,3
